Name,Age,Gender,Experience,Joining_Date,Salary,Department_HR,Department_IT,Department_Sales,City_Delhi,City_Mumbai,City_Pune,Year,Month,Years_at_Company,Salary_log
Emp_28,0.39473684210526316,1,-0.27656475794223845,2015-04-28,71956,0.0,1.0,0.0,0.0,0.0,0.0,2015,4,-0.1111111111111111,11.183823997367742
Emp_29,0.368421052631579,1,0.7566784224148169,2019-07-31,105641,1.0,0.0,0.0,0.0,1.0,0.0,2019,7,-0.5555555555555556,11.5678112984545
Emp_30,0.5141828254847647,1,1.2733000125933447,2023-12-08,118998,0.0,1.0,0.0,0.0,1.0,0.0,2023,12,-1.0,11.686870368697013
Emp_31,0.9473684210526316,0,0.4122640289624651,2016-11-30,86305,0.0,0.0,0.0,0.0,0.0,1.0,2016,11,-0.2222222222222222,11.365654399567868
Emp_32,0.1578947368421053,1,-0.44877195466841435,2005-05-15,73782,1.0,0.0,0.0,1.0,0.0,0.0,2005,5,1.0,11.208883631749874
Emp_33,0.5263157894736843,1,0.584471225688641,2014-12-24,97721,0.0,1.0,0.0,0.0,0.0,1.0,2014,12,0.0,11.489881991801616
Emp_34,0.21052631578947367,0,-0.44877195466841435,2018-08-11,61995,0.0,0.0,1.0,0.0,0.0,0.0,2018,8,-0.4444444444444444,11.034825145816942
Emp_35,1.0,0,0.584471225688641,2018-06-19,97427,0.0,0.0,1.0,0.0,0.0,1.0,2018,6,-0.4444444444444444,11.486868922650446
Emp_36,0.44736842105263164,0,-0.6209791513945903,2010-11-06,63782,0.0,1.0,0.0,0.0,1.0,0.0,2010,11,0.4444444444444444,11.063241976146475
Emp_37,0.07894736842105265,0,0.2400568322362892,2013-12-23,98683,0.0,0.0,1.0,0.0,0.0,0.0,2013,12,0.1111111111111111,11.499678104884598
Emp_38,0.631578947368421,1,0.06784963551011333,2007-04-03,90566,0.0,0.0,1.0,0.0,1.0,0.0,2007,4,0.7777777777777778,11.413845187269553
Emp_39,0.3421052631578947,1,0.06784963551011333,2013-06-02,96287,0.0,0.0,1.0,1.0,0.0,0.0,2013,6,0.1111111111111111,11.475098979429772
Emp_40,0.21052631578947367,0,0.4122640289624651,2018-11-18,82230,1.0,0.0,0.0,0.0,1.0,0.0,2018,11,-0.4444444444444444,11.317287638902792
Emp_41,0.6578947368421053,1,1.2733000125933447,2013-03-01,111511,0.0,0.0,1.0,0.0,1.0,0.0,2013,3,0.1111111111111111,11.621887487409722
Emp_42,0.026315789473684292,1,-1.4820151350254698,2021-01-30,41512,0.0,0.0,1.0,0.0,0.0,1.0,2021,1,-0.7777777777777778,10.633761910177357
Emp_43,0.5,1,0.7566784224148169,2005-05-01,99461,0.0,0.0,1.0,0.0,1.0,0.0,2005,5,1.0,11.507530940652922
Emp_44,0.7105263157894737,0,1.6177144060456965,2009-06-26,135056,1.0,0.0,0.0,0.0,0.0,0.0,2009,6,0.5555555555555556,11.813452190532068
Emp_45,0.1578947368421053,1,1.2733000125933447,2019-12-14,131177,0.0,1.0,0.0,0.0,0.0,0.0,2019,12,-0.5555555555555556,11.784310458504942
Emp_46,0.1842105263157895,0,0.7566784224148169,2018-12-22,94765,0.0,0.0,0.0,1.0,0.0,0.0,2018,12,-0.4444444444444444,11.459165974123867
Emp_47,0.894736842105263,1,1.4455072093195205,2007-07-14,130354,0.0,0.0,1.0,0.0,0.0,0.0,2007,7,0.7777777777777778,11.778016776892194
Emp_48,0.3421052631578947,1,0.2400568322362892,2006-10-07,98929,0.0,1.0,0.0,0.0,0.0,1.0,2006,10,0.8888888888888888,11.502167808317267
Emp_49,0.42105263157894735,1,0.4122640289624651,2010-07-26,108820,0.0,0.0,1.0,1.0,0.0,0.0,2010,7,0.4444444444444444,11.59745960948492
Emp_50,0.9210526315789473,0,0.06784963551011333,2012-07-24,83272,1.0,0.0,0.0,0.0,0.0,0.0,2012,7,0.2222222222222222,11.329879645961704
Emp_51,0.07894736842105265,1,-0.9653935448469421,2010-08-31,69523,0.0,1.0,0.0,0.0,0.0,1.0,2010,8,0.4444444444444444,11.14942729568337
Emp_52,0.026315789473684292,0,-1.6542223317516456,2005-08-30,25552,1.0,0.0,0.0,0.0,0.0,0.0,2005,8,1.0,10.14851000556878
Emp_53,0.13157894736842102,0,-1.3098079382992938,2023-01-25,30627,0.0,0.0,1.0,0.0,0.0,0.0,2023,1,-1.0,10.329669902233015
Emp_54,0.07894736842105265,0,1.4455072093195205,2012-04-22,121989,0.0,0.0,1.0,0.0,1.0,0.0,2012,4,0.2222222222222222,11.711694353142784
Emp_55,0.736842105263158,1,-0.6209791513945903,2022-08-26,63780,1.0,0.0,0.0,0.0,0.0,0.0,2022,8,-0.8888888888888888,11.063210619337342
Emp_56,0.44736842105263164,1,0.2400568322362892,2020-08-25,81589,0.0,0.0,0.0,0.0,0.0,0.0,2020,8,-0.6666666666666666,11.309461984422846
Emp_57,0.6578947368421053,1,0.7566784224148169,2007-03-14,92044,1.0,0.0,0.0,0.0,0.0,1.0,2007,3,0.7777777777777778,11.430032866880662
Emp_58,0.868421052631579,1,-0.9653935448469421,2018-11-08,68128,0.0,0.0,1.0,0.0,0.0,1.0,2018,11,-0.4444444444444444,11.129158245838182
Emp_59,0.23684210526315796,0,0.7566784224148169,2016-05-27,103171,1.0,0.0,0.0,0.0,1.0,0.0,2016,5,-0.2222222222222222,11.5441527773868
Emp_60,0.9210526315789473,0,-0.44877195466841435,2019-05-16,73725,0.0,0.0,0.0,0.0,0.0,0.0,2019,5,-0.5555555555555556,11.20811079751146
Emp_61,0.3421052631578947,0,-0.10435756121606257,2005-07-15,70884,1.0,0.0,0.0,0.0,1.0,0.0,2005,7,1.0,11.168814124551732
Emp_62,0.7894736842105263,1,0.9288856191409928,2010-12-28,122790,0.0,0.0,0.0,0.0,0.0,0.0,2010,12,0.4444444444444444,11.718239002107063
Emp_63,0.368421052631579,0,-0.44877195466841435,2014-08-17,63185,0.0,0.0,0.0,1.0,0.0,0.0,2014,8,0.0,11.053838036608653
Emp_64,0.1842105263157895,1,-1.6542223317516456,2011-05-20,20249,1.0,0.0,0.0,1.0,0.0,0.0,2011,5,0.3333333333333333,9.915910072534686
Emp_65,0.3421052631578947,0,0.2400568322362892,2011-06-18,94309,1.0,0.0,0.0,0.0,1.0,0.0,2011,6,0.3333333333333333,11.45434250753793
Emp_66,0.5789473684210527,1,-0.9653935448469421,2018-04-04,61427,0.0,1.0,0.0,0.0,1.0,0.0,2018,4,-0.4444444444444444,11.025621036245584
Emp_67,0.5263157894736843,1,-1.3098079382992938,2014-11-16,47358,0.0,0.0,1.0,0.0,1.0,0.0,2014,11,0.0,10.7655121544701
Emp_68,0.39473684210526316,0,-1.6542223317516456,2020-11-02,45901,0.0,0.0,0.0,0.0,0.0,1.0,2020,11,-0.6666666666666666,10.734263968084111
Emp_69,0.44736842105263164,0,-1.137600741573118,2005-10-04,58576,0.0,1.0,0.0,0.0,0.0,1.0,2005,10,1.0,10.97809740705259
Emp_70,0.605263157894737,0,-0.44877195466841435,2005-03-02,64175,1.0,0.0,0.0,0.0,0.0,1.0,2005,3,1.0,11.069384588009834
Emp_71,0.6578947368421053,0,-1.3098079382992938,2014-04-14,55464,0.0,0.0,1.0,0.0,1.0,0.0,2014,4,0.0,10.92350747017276
Emp_72,0.631578947368421,1,-0.10435756121606257,2010-03-29,92513,0.0,1.0,0.0,0.0,0.0,0.0,2010,3,0.4444444444444444,11.435115263399407
Emp_73,0.736842105263158,0,-1.4820151350254698,2021-12-18,41260,0.0,0.0,0.0,1.0,0.0,0.0,2021,12,-0.7777777777777778,10.627673022880257
Emp_74,0.368421052631579,0,0.06784963551011333,2015-10-03,96693,0.0,1.0,0.0,0.0,1.0,0.0,2015,10,-0.1111111111111111,11.479306631946551
Emp_75,0.0,0,-0.10435756121606257,2022-03-29,67672,0.0,0.0,0.0,0.0,0.0,1.0,2022,3,-0.8888888888888888,11.12244256103509
Emp_76,0.631578947368421,1,0.584471225688641,2021-01-25,114546,1.0,0.0,0.0,0.0,0.0,1.0,2021,1,-0.7777777777777778,11.648740498101764
Emp_77,0.5141828254847647,1,-0.6209791513945903,2019-11-14,57279,0.0,0.0,1.0,0.0,1.0,0.0,2019,11,-0.5555555555555556,10.955706801634527
Emp_78,0.21052631578947367,0,-1.4820151350254698,2021-03-31,48915,0.0,0.0,1.0,0.0,1.0,0.0,2021,3,-0.7777777777777778,10.797859820309261
Emp_79,0.605263157894737,1,-0.27656475794223845,2012-02-05,85902,0.0,0.0,1.0,0.0,0.0,1.0,2012,2,0.2222222222222222,11.360974031693123
Emp_80,0.0,0,0.9288856191409928,2006-07-21,103662,1.0,0.0,0.0,0.0,0.0,0.0,2006,7,0.8888888888888888,11.548900532092818
Emp_81,0.1842105263157895,1,0.4122640289624651,2015-10-11,81987,0.0,0.0,0.0,0.0,0.0,1.0,2015,10,-0.1111111111111111,11.314328174074019
Emp_82,0.605263157894737,1,-0.27656475794223845,2009-04-21,76474,1.0,0.0,0.0,0.0,0.0,1.0,2009,4,0.5555555555555556,11.244719169019104
Emp_83,0.26315789473684215,1,1.6177144060456965,2017-12-01,140105,0.0,0.0,1.0,0.0,1.0,0.0,2017,12,-0.3333333333333333,11.850154557960531
Emp_84,0.42105263157894735,1,-1.137600741573118,2021-10-05,47948,1.0,0.0,0.0,0.0,0.0,0.0,2021,10,-0.7777777777777778,10.777893225036763
Emp_85,0.1842105263157895,0,-0.10435756121606257,2008-04-15,85443,1.0,0.0,0.0,0.0,0.0,1.0,2008,4,0.6666666666666666,11.355616469577566
Emp_86,0.894736842105263,0,0.2400568322362892,2017-01-27,88026,1.0,0.0,0.0,0.0,0.0,1.0,2017,1,-0.3333333333333333,11.385398864583088
Emp_87,0.894736842105263,0,1.1010928158671687,2012-10-25,102773,0.0,0.0,0.0,1.0,0.0,0.0,2012,10,0.2222222222222222,11.54028768172604
Emp_88,0.8421052631578947,1,0.584471225688641,2012-12-05,98159,0.0,1.0,0.0,0.0,1.0,0.0,2012,12,0.2222222222222222,11.494354079384793
Emp_89,0.10526315789473684,0,0.584471225688641,2022-02-01,94878,0.0,1.0,0.0,1.0,0.0,0.0,2022,2,-0.8888888888888888,11.460357674547005
Emp_90,1.0,0,-1.4820151350254698,2008-05-21,49767,1.0,0.0,0.0,1.0,0.0,0.0,2008,5,0.6666666666666666,10.815127486194855
Emp_91,0.5141828254847647,0,1.6177144060456965,2005-05-17,125178,0.0,1.0,0.0,0.0,0.0,1.0,2005,5,1.0,11.73749999195022
Emp_92,0.1578947368421053,1,0.06784963551011333,2007-10-27,98199,0.0,1.0,0.0,0.0,1.0,0.0,2007,10,0.7777777777777778,11.494761494342557
Emp_93,0.21052631578947367,1,0.9288856191409928,2010-11-27,118793,1.0,0.0,0.0,0.0,0.0,0.0,2010,11,0.4444444444444444,11.685146179584754
Emp_94,0.1842105263157895,1,1.4455072093195205,2012-02-08,120377,1.0,0.0,0.0,0.0,0.0,1.0,2012,2,0.2222222222222222,11.698392070908255
Emp_95,0.2894736842105263,0,-0.7931863481207662,2006-10-24,65824,0.0,0.0,1.0,0.0,0.0,0.0,2006,10,0.8888888888888888,11.09475498436451
Emp_96,0.868421052631579,0,1.4455072093195205,2011-10-09,117347,0.0,1.0,0.0,0.0,0.0,0.0,2011,10,0.3333333333333333,11.672899158100275
Emp_97,0.8421052631578947,0,-0.9653935448469421,2012-05-01,41008,0.0,0.0,0.0,0.0,1.0,0.0,2012,5,0.2222222222222222,10.62154683379229
Emp_98,0.5789473684210527,1,-1.137600741573118,2011-04-28,38783,1.0,0.0,0.0,1.0,0.0,0.0,2011,4,0.3333333333333333,10.565763069428986
Emp_99,0.605263157894737,1,0.7566784224148169,2005-03-28,113030,0.0,0.0,1.0,0.0,1.0,0.0,2005,3,1.0,11.635417396354345
Emp_100,0.9473684210526316,0,-1.137600741573118,2011-11-18,39298,0.0,0.0,0.0,0.0,0.0,0.0,2011,11,0.3333333333333333,10.578954352240995
Emp_101,0.894736842105263,1,1.6177144060456965,2022-01-11,119668,0.0,1.0,0.0,0.0,0.0,1.0,2022,1,-0.8888888888888888,11.692484877219453
Emp_102,0.5526315789473684,1,-0.10435756121606257,2023-02-10,85671,0.0,0.0,1.0,0.0,0.0,0.0,2023,2,-1.0,11.358281330080711
Emp_103,0.6842105263157894,1,-1.3098079382992938,2022-12-15,32052,1.0,0.0,0.0,0.0,0.0,1.0,2022,12,-0.8888888888888888,10.375146061712408
Emp_104,0.894736842105263,1,-0.9653935448469421,2013-01-21,62393,0.0,0.0,0.0,0.0,0.0,1.0,2013,1,0.1111111111111111,11.041224395888287
Emp_105,0.0,0,-0.7931863481207662,2012-08-05,72884,1.0,0.0,0.0,0.0,1.0,0.0,2012,8,0.2222222222222222,11.196638135508113
Emp_106,0.894736842105263,1,-0.44877195466841435,2011-11-10,56716,0.0,1.0,0.0,0.0,0.0,0.0,2011,11,0.3333333333333333,10.945829268410877
Emp_107,0.9473684210526316,1,-0.6209791513945903,2019-10-19,50310,0.0,0.0,0.0,1.0,0.0,0.0,2019,10,-0.5555555555555556,10.825979020051888
Emp_108,0.3421052631578947,1,-0.10435756121606257,2014-01-24,79391,0.0,1.0,0.0,0.0,0.0,0.0,2014,1,0.0,11.282152886491527
Emp_109,0.052631578947368474,1,-0.7931863481207662,2009-08-28,65922,0.0,1.0,0.0,0.0,0.0,0.0,2009,8,0.5555555555555556,11.096242673256556
Emp_110,0.0,0,0.584471225688641,2015-01-19,86260,0.0,0.0,1.0,1.0,0.0,0.0,2015,1,-0.1111111111111111,11.365132862993436
Emp_111,0.10526315789473684,0,-1.137600741573118,2012-05-24,48157,1.0,0.0,0.0,0.0,1.0,0.0,2012,5,0.2222222222222222,10.782242550881179
Emp_112,0.6578947368421053,1,0.4122640289624651,2023-08-30,100316,0.0,0.0,0.0,0.0,0.0,0.0,2023,8,-1.0,11.516090451113385
Emp_113,0.3421052631578947,1,1.6177144060456965,2014-12-09,126460,0.0,1.0,0.0,0.0,0.0,0.0,2014,12,0.0,11.747689239220119
Emp_114,1.0,1,1.1010928158671687,2017-07-27,116968,0.0,1.0,0.0,0.0,0.0,1.0,2017,7,-0.3333333333333333,11.669664221407558
Emp_115,0.6842105263157894,1,-0.6209791513945903,2009-07-06,77375,0.0,0.0,0.0,0.0,0.0,0.0,2009,7,0.5555555555555556,11.256431933974465
Emp_116,0.21052631578947367,1,-1.137600741573118,2021-07-14,59000,0.0,1.0,0.0,1.0,0.0,0.0,2021,7,-0.7777777777777778,10.985309671896763
Emp_117,0.368421052631579,1,0.584471225688641,2019-02-21,109935,0.0,0.0,1.0,0.0,0.0,1.0,2019,2,-0.5555555555555556,11.607653657270857
Emp_118,0.368421052631579,0,-1.3098079382992938,2020-02-12,44011,0.0,0.0,1.0,0.0,1.0,0.0,2020,2,-0.6666666666666666,10.692217602989803
Emp_119,0.6578947368421053,1,-0.9653935448469421,2014-02-01,42866,0.0,0.0,1.0,0.0,0.0,1.0,2014,2,0.0,10.66585757813708
Emp_120,0.3157894736842105,0,0.9288856191409928,2015-02-05,109365,0.0,0.0,1.0,1.0,0.0,0.0,2015,2,-0.1111111111111111,11.602455334559975
Emp_121,0.8157894736842104,0,1.6177144060456965,2006-08-20,120898,0.0,1.0,0.0,1.0,0.0,0.0,2006,8,0.8888888888888888,11.702710765270083
Emp_122,1.0,1,-1.137600741573118,2017-06-12,53395,0.0,0.0,0.0,0.0,0.0,1.0,2017,6,-0.3333333333333333,10.885491115775624
Emp_123,0.8157894736842104,0,-1.4820151350254698,2006-04-30,31251,0.0,0.0,0.0,0.0,1.0,0.0,2006,4,0.8888888888888888,10.349838653116635
Emp_124,0.07894736842105265,0,1.2733000125933447,2006-10-08,109939,0.0,0.0,0.0,0.0,0.0,1.0,2006,10,0.8888888888888888,11.607690041414651
Emp_125,0.763157894736842,0,1.4455072093195205,2023-07-09,114006,0.0,0.0,0.0,0.0,1.0,0.0,2023,7,-1.0,11.644015129000286
Emp_126,0.9473684210526316,0,1.4455072093195205,2013-06-17,111625,1.0,0.0,0.0,0.0,0.0,1.0,2013,6,0.1111111111111111,11.622909276705302
Emp_127,0.5789473684210527,0,1.1010928158671687,2020-09-04,110956,0.0,0.0,0.0,1.0,0.0,0.0,2020,9,-0.6666666666666666,11.616898017853206
Emp_128,1.0,0,0.584471225688641,2018-01-10,102274,1.0,0.0,0.0,0.0,0.0,0.0,2018,1,-0.4444444444444444,11.535420542797599
Emp_129,0.368421052631579,1,1.4455072093195205,2018-04-16,116078,1.0,0.0,0.0,0.0,0.0,0.0,2018,4,-0.4444444444444444,11.662026272772513
Emp_130,0.736842105263158,0,0.4122640289624651,2017-01-02,109631,0.0,0.0,1.0,0.0,1.0,0.0,2017,1,-0.3333333333333333,11.604884581683791
Emp_131,0.9210526315789473,0,0.2400568322362892,2006-12-22,98420,1.0,0.0,0.0,0.0,1.0,0.0,2006,12,0.8888888888888888,11.497009474904827
Emp_132,0.3157894736842105,0,-0.7931863481207662,2017-12-17,53923,0.0,1.0,0.0,0.0,1.0,0.0,2017,12,-0.3333333333333333,10.895330926810955
Emp_133,0.5141828254847647,1,-1.137600741573118,2022-06-19,38961,1.0,0.0,0.0,1.0,0.0,0.0,2022,6,-0.8888888888888888,10.57034209114115
Emp_134,0.1578947368421053,0,1.4455072093195205,2022-12-17,139277,0.0,0.0,1.0,0.0,0.0,1.0,2022,12,-0.8888888888888888,11.844227214775502
Emp_135,0.5526315789473684,1,0.9288856191409928,2006-05-14,113888,1.0,0.0,0.0,1.0,0.0,0.0,2006,5,0.8888888888888888,11.642979568827707
Emp_136,0.7105263157894737,0,0.4122640289624651,2017-12-13,88806,0.0,1.0,0.0,0.0,0.0,0.0,2017,12,-0.3333333333333333,11.394220754702262
Emp_137,0.026315789473684292,1,-1.137600741573118,2009-08-01,55190,0.0,1.0,0.0,0.0,1.0,0.0,2009,8,0.5555555555555556,10.918555175493893
Emp_138,0.5141828254847647,1,1.1010928158671687,2021-10-10,122484,0.0,1.0,0.0,0.0,0.0,1.0,2021,10,-0.7777777777777778,11.715743852489839
Emp_139,0.5141828254847647,0,-1.6542223317516456,2013-05-26,38103,0.0,0.0,1.0,0.0,0.0,0.0,2013,5,0.1111111111111111,10.548074542480697
Emp_140,0.7105263157894737,0,1.2733000125933447,2005-04-25,134345,0.0,0.0,1.0,0.0,0.0,0.0,2005,4,1.0,11.808173840619393
Emp_141,0.5,1,1.6177144060456965,2013-02-27,128558,0.0,0.0,0.0,0.0,0.0,0.0,2013,2,0.1111111111111111,11.764143221911944
Emp_142,0.763157894736842,0,1.1010928158671687,2018-01-22,106686,0.0,0.0,1.0,1.0,0.0,0.0,2018,1,-0.4444444444444444,11.577654592941164
Emp_143,0.26315789473684215,1,0.7566784224148169,2009-10-03,91587,0.0,1.0,0.0,0.0,1.0,0.0,2009,10,0.5555555555555556,11.425055537713588
Emp_144,0.7105263157894737,1,0.06784963551011333,2019-08-29,93384,0.0,1.0,0.0,0.0,0.0,0.0,2019,8,-0.5555555555555556,11.444486011747708
Emp_145,0.631578947368421,1,0.4122640289624651,2014-11-21,89803,0.0,0.0,1.0,0.0,1.0,0.0,2014,11,0.0,11.405384796728105
Emp_146,1.0,1,-1.6542223317516456,2011-03-04,37280,1.0,0.0,0.0,1.0,0.0,0.0,2011,3,0.3333333333333333,10.526239092474103
Emp_147,0.8421052631578947,1,1.1010928158671687,2011-04-14,121942,0.0,0.0,1.0,0.0,0.0,0.0,2011,4,0.3333333333333333,11.711309001422585
Emp_148,0.0,0,-0.7931863481207662,2014-12-10,69853,0.0,0.0,1.0,1.0,0.0,0.0,2014,12,0.0,11.154162628614575
Emp_149,0.5141828254847647,1,-1.137600741573118,2023-11-24,56031,0.0,1.0,0.0,1.0,0.0,0.0,2023,11,-1.0,10.933678235085578
Emp_150,0.3157894736842105,1,1.6177144060456965,2005-05-27,141212,0.0,0.0,0.0,0.0,1.0,0.0,2005,5,1.0,11.85802466779195
Emp_151,0.052631578947368474,0,0.9288856191409928,2022-02-22,105350,0.0,1.0,0.0,0.0,0.0,0.0,2022,2,-0.8888888888888888,11.565052911356245
Emp_152,1.0,1,0.7566784224148169,2015-11-27,108816,0.0,0.0,0.0,1.0,0.0,0.0,2015,11,-0.1111111111111111,11.59742285119822
Emp_153,0.13157894736842102,0,0.7566784224148169,2014-06-16,110288,0.0,1.0,0.0,0.0,0.0,0.0,2014,6,0.0,11.61085947225392
Emp_154,0.1842105263157895,0,-0.7931863481207662,2017-05-05,74432,0.0,0.0,1.0,0.0,1.0,0.0,2017,5,-0.3333333333333333,11.217654670869772
Emp_155,0.6842105263157894,0,0.7566784224148169,2020-11-01,101454,0.0,1.0,0.0,1.0,0.0,0.0,2020,11,-0.6666666666666666,11.527370629401725
Emp_156,0.21052631578947367,1,0.584471225688641,2011-08-08,100849,0.0,1.0,0.0,0.0,1.0,0.0,2011,8,0.3333333333333333,11.521389543382357
Emp_157,0.9473684210526316,1,0.06784963551011333,2020-05-30,76837,0.0,1.0,0.0,0.0,0.0,0.0,2020,5,-0.6666666666666666,11.249454588433396
Emp_158,0.8421052631578947,1,-0.6209791513945903,2005-05-17,51449,0.0,0.0,1.0,0.0,0.0,0.0,2005,5,1.0,10.848365741262196
Emp_159,0.605263157894737,0,-0.27656475794223845,2014-03-15,80884,0.0,0.0,1.0,0.0,1.0,0.0,2014,3,0.0,11.300783671763794
Emp_160,0.368421052631579,1,0.9288856191409928,2013-03-25,100454,0.0,0.0,1.0,0.0,0.0,1.0,2013,3,0.1111111111111111,11.51746514501226
Emp_161,0.8157894736842104,0,-0.9653935448469421,2014-09-23,49424,0.0,0.0,1.0,1.0,0.0,0.0,2014,9,0.0,10.808211648038817
Emp_162,0.8157894736842104,1,1.6177144060456965,2005-01-19,119117,0.0,0.0,0.0,0.0,0.0,0.0,2005,1,1.0,11.687869877425134
Emp_163,0.605263157894737,0,-0.10435756121606257,2011-02-21,73869,0.0,0.0,0.0,0.0,0.0,0.0,2011,2,0.3333333333333333,11.210062070522783
Emp_164,0.2894736842105263,1,1.2733000125933447,2022-09-22,115850,1.0,0.0,0.0,1.0,0.0,0.0,2022,9,-0.8888888888888888,11.6600601616748
Emp_165,1.0,1,-1.3098079382992938,2021-07-31,48412,0.0,0.0,1.0,0.0,1.0,0.0,2021,7,-0.7777777777777778,10.787523651680855
Emp_166,0.026315789473684292,1,0.4122640289624651,2022-04-20,109903,0.0,0.0,0.0,0.0,1.0,0.0,2022,4,-0.8888888888888888,11.607362536453662
Emp_167,0.052631578947368474,0,0.06784963551011333,2018-12-16,84343,0.0,1.0,0.0,0.0,1.0,0.0,2018,12,-0.4444444444444444,11.342658953256786
Emp_168,0.9473684210526316,0,1.1010928158671687,2006-03-25,106845,0.0,0.0,1.0,0.0,0.0,1.0,2006,3,0.8888888888888888,11.579143824389098
Emp_169,0.42105263157894735,1,0.4122640289624651,2010-05-03,100142,1.0,0.0,0.0,0.0,0.0,1.0,2010,5,0.4444444444444444,11.51435444349392
Emp_170,0.5141828254847647,1,-0.7931863481207662,2007-08-04,67288,1.0,0.0,0.0,0.0,0.0,0.0,2007,8,0.7777777777777778,11.116752055022747
